,Season,Date,Location,Opponent,OpponentRank,Result,IlliniScore,OpponentScore,Note
1224,1896,1896-11-25,@,Purdue,,T,4.0,4.0,
1225,1895,1895-10-05,vs.,Wabash,,W,48.0,0.0,
1226,1895,1895-10-12,@,Chicago A.C.,,L,0.0,8.0,
1227,1895,1895-10-19,vs.,Illinois College,,W,79.0,0.0,
1228,1895,1895-10-26,@,Wisconsin,,T,10.0,10.0,
1229,1895,1895-11-02,vs.,Lake Forest,,W,38.0,0.0,
1230,1895,1895-11-23,vs.,Northwestern,,W,38.0,4.0,
1231,1895,1895-11-28,@,Purdue,,L,2.0,6.0,
1232,1894,1894-10-06,@,Wabash,,W,36.0,6.0,
1233,1894,1894-10-13,@,Chicago A.C.,,L,0.0,14.0,
1234,1894,1894-10-20,vs.,Lake Forest,,W,54.0,6.0,
1235,1894,1894-11-03,vs.,Northwestern,,W,66.0,0.0,
1236,1894,1894-11-17,vs.,Purdue,,L,2.0,22.0,
1237,1894,1894-11-24,vs.,Indianapolis Artillery,,L,14.0,18.0,
1238,1894,1894-11-29,"St. Louis, MO",Pastime A.C.,,W,10.0,0.0,
1239,1893,1893-09-30,vs.,Wabash,,W,60.0,6.0,
1240,1893,1893-10-07,@,DePauw,,W,14.0,4.0,
1241,1893,1893-10-21,@,Northwestern,,T,0.0,0.0,
1242,1893,1893-10-28,vs.,Chicago A.C.,,L,4.0,10.0,
1243,1893,1893-11-06,vs.,Oberlin,,L,24.0,34.0,
1244,1893,1893-11-11,"St. Louis, MO",Pastime A.C.,,W,18.0,16.0,
1245,1893,1893-11-25,@,Purdue,,T,26.0,26.0,
1246,1893,1893-11-30,vs.,Lake Forest,,T,10.0,10.0,
1247,1892,1892-10-08,vs.,Purdue,,L,6.0,12.0,
1248,1892,1892-10-12,vs.,Northwestern,,T,16.0,16.0,
1249,1892,1892-10-21,@,Washington,,W,22.0,0.0,
1250,1892,1892-10-22,"Omaha, NE",Doane,,W,20.0,0.0,
1251,1892,1892-10-24,@,Nebraska,,L,0.0,6.0,
1252,1892,1892-10-26,@,Baker,,W,26.0,10.0,
1253,1892,1892-10-27,@,Kansas,,L,4.0,26.0,
1254,1892,1892-10-29,@,Kansas City A.C.,,W,42.0,0.0,
1255,1892,1892-11-05,vs.,Englewood High,,W,38.0,0.0,
1256,1892,1892-11-16,@,Chicago,,L,4.0,10.0,
1257,1892,1892-11-18,vs.,DePauw,,W,34.0,0.0,
1258,1892,1892-11-24,vs.,Chicago,,W,28.0,12.0,
